summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or_opposite,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,issue_year,issue_month,violation_datetime,violation_hour,violation_minute
1339469248,60657JT,NY,COM,2013-08-17,46,REFG,ISUZU,P,36490,6740,7040,20150331,108.0,108,108,937206,0108,0,0555A,Q,O,21-51,BORDEN AVE,0,408,E2,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,2013,August,2013-08-17 05:55:00,5.0,55.0
1339469250,34654MD,NY,COM,2013-08-23,46,REFG,ISUZU,P,36490,6740,7040,20150531,108.0,108,108,937206,0108,0,0117A,Q,F,21-10,BORDEN AVE,0,408,D1,BBBBBBB,ALL,ALL,ORANG,0,2013,-,0,2013,August,2013-08-23 01:17:00,1.0,17.0
1339469261,75470MC,NY,COM,2013-08-23,46,VAN,MITSU,P,0,0,0,20131231,108.0,108,108,937206,0108,0,0120A,Q,F,,S/W CO BIRDEN AVE,0,408,F7,BBBBBBB,ALL,ALL,ORANG,0,2012,-,0,2013,August,2013-08-23 01:20:00,1.0,20.0
1339470056,GGV3521,NY,PAS,2013-08-09,61,SDN,HYUND,P,59990,8740,8940,20130530,108.0,108,108,935113,0108,0,1152A,Q,O,36-11,QUEENS BLVD,0,408,J6,BBBBBBB,ALL,ALL,WH,0,2013,-,0,2013,August,2013-08-09 11:52:00,11.0,52.0
1339470070,GFE8014,NY,PAS,2013-08-12,61,SDN,HONDA,P,59990,8205,8390,20150219,108.0,108,108,935113,0108,0,0202P,Q,O,32-23,QUEENS BLVD,0,408,E2,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,2013,August,2013-08-12 14:02:00,14.0,2.0
1339470081,T635376C,NY,SRF,2013-08-12,61,SDN,FORD,P,59990,8205,8390,20140630,108.0,108,108,935113,0108,0,0206P,Q,O,32-23,QUEENS BLVD,0,408,M1,BBBBBBB,ALL,ALL,GY,0,2005,-,0,2013,August,2013-08-12 14:06:00,14.0,6.0
1339470652,75480MC,NY,COM,2013-07-23,46,VAN,MITSU,P,0,0,0,20131231,108.0,108,108,932128,0108,0,0158A,Q,,,W/S 23 ST 10,0,408,E2,BBBBBBB,ALL,ALL,OR,0,2012,-,0,2013,July,2013-07-23 01:58:00,1.0,58.0
1339470676,96312JE,NY,COM,2013-07-23,46,REFG,ISUZU,P,0,0,0,20141231,108.0,108,108,932128,0108,0,0204A,Q,,,W/S 23 ST 80,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2013,-,0,2013,July,2013-07-23 02:04:00,2.0,4.0
1339470688,75473MC,NY,COM,2013-07-23,46,VAN,MITSU,P,0,0,0,20131231,108.0,108,108,932128,0108,0,0210A,Q,O,,S/S 51 AVE 40,0,408,E2,BBBBBBB,ALL,ALL,OR,0,2012,-,0,2013,July,2013-07-23 02:10:00,2.0,10.0
1339470706,41737JX,NY,COM,2013-07-23,46,REFG,ISUZU,P,0,0,0,20131231,108.0,108,108,932128,0108,0,0215A,Q,,,S/S BORDEN AVE 40,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2013,-,0,2013,July,2013-07-23 02:15:00,2.0,15.0
1339470720,41748JS,NY,COM,2013-08-13,46,REFG,ISUZU,P,36490,6740,7040,20140731,108.0,108,108,952128,0108,0,0310A,Q,O,21-07,BORDEN AVE,0,408,E3,BBBBBBB,ALL,ALL,WH,0,2013,-,0,2013,August,2013-08-13 03:10:00,3.0,10.0
1339471280,39952MD,NY,COM,2013-07-27,46,REFG,MITSU,P,36490,6740,7040,20150630,108.0,108,108,921856,0108,0,0149A,Q,F,21-10,BORDEN AVE,0,408,M1,BBBBBBB,ALL,ALL,ORANG,0,2013,-,0,2013,July,2013-07-27 01:49:00,1.0,49.0
1339471292,75463MC,NY,COM,2013-07-27,51,VAN,MITSU,P,36490,6740,7040,20141231,108.0,108,108,921856,0108,0,0154A,Q,F,21-32,BORDEN AVE,0,408,E3,BBBBBBB,ALL,ALL,ORANG,0,2012,-,0,2013,July,2013-07-27 01:54:00,1.0,54.0
1339471309,75482MC,NY,COM,2013-07-27,51,VAN,MITSU,P,36490,6740,7040,20130831,108.0,108,108,921856,0108,0,0155A,Q,F,21-32,BORDEN AVE,0,408,F2,BBBBBBB,ALL,ALL,ORANG,0,2012,-,0,2013,July,2013-07-27 01:55:00,1.0,55.0
1339471310,62625JZ,NY,COM,2013-08-06,46,REFG,,P,36490,6740,7040,20131231,108.0,108,108,921856,0108,0,0313A,Q,F,21-10,BORDEN AVE,0,408,J6,BBBBBBB,ALL,ALL,ORANG,0,2010,-,0,2013,August,2013-08-06 03:13:00,3.0,13.0
1339471322,95696MC,NY,COM,2013-08-06,46,VAN,ISUZU,P,36490,6740,7040,20141231,108.0,108,108,921856,0108,0,0316A,Q,F,21-10,BORDEN AVE,0,408,F2,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,2013,August,2013-08-06 03:16:00,3.0,16.0
1339471590,75456MC,NY,COM,2013-08-12,46,DELV,MITSU,P,36490,6740,7040,20141231,108.0,108,108,935847,0108,0,1255A,Q,O,2151,BORDEN AVENUE,0,408,F1,BBBBBBB,ALL,ALL,ORANG,0,2012,-,0,2013,August,2013-08-12 12:55:00,12.0,55.0
1339471607,62637JZ,NY,COM,2013-08-12,46,DELV,ISUZU,P,36490,6740,7040,20131231,108.0,108,108,935847,0108,0,0100A,Q,O,2151,BORDEN AVENUE,20130812,408,M1,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,2013,August,2013-08-12 01:00:00,1.0,0.0
1339472107,75459MC,NY,COM,2013-07-28,46,DELV,MITSU,P,36490,6740,7040,20141231,108.0,108,108,937932,0108,0,0418A,Q,F,21-32,BORDEN AVE,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,2013,July,2013-07-28 04:18:00,4.0,18.0
1339472120,75480MC,NY,SRF,2013-07-28,46,DELV,MITSU,P,0,40404,40404,20131231,108.0,108,108,937932,0108,0,0422A,Q,F,21-32,BORDEN,0,408,F2,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,2013,July,2013-07-28 04:22:00,4.0,22.0
1339473689,GCW2234,NY,PAS,2013-08-12,98,SDN,HYUND,P,10790,5190,66390,20141019,108.0,108,108,939457,0108,0,1004A,Q,F,5-04,50 AVE,0,408,C,BBBBBBB,ALL,ALL,SILVE,0,2013,-,0,2013,August,2013-08-12 10:04:00,10.0,4.0
1339475972,82223JW,NY,COM,2013-07-30,46,TRUC,MITSU,P,36490,6740,7040,20131231,108.0,108,108,943609,0108,0,0025A,Q,F,2109,BORDEN AVE,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,2013,July,2013-07-30 00:25:00,0.0,25.0
1339475984,34654MD,NY,COM,2013-07-30,46,TRLR,ISUZU,P,36490,6740,7040,20150531,108.0,108,108,943609,0108,0,1225A,Q,O,21-09,BORDEN AVE,0,408,E3,BBBBBBB,ALL,ALL,OR,0,2013,-,0,2013,July,2013-07-30 12:25:00,12.0,25.0
1339475996,41741JX,NY,COM,2013-08-07,46,TRUC,MITSU,P,6890,36490,0,20131231,108.0,108,108,943609,0108,0,0015A,Q,F,,22ND ST,0,408,K6,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,2013,August,2013-08-07 00:15:00,0.0,15.0
1339498509,T440UF,NY,PAS,2013-07-25,46,SUBN,LEXUS,P,49630,53950,32130,20131116,76.0,76,76,923531,0076,0,1101A,K,F,465,HICKS STREET,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,2013,July,2013-07-25 11:01:00,11.0,1.0
1339520473,GGZ3402,NY,PAS,2013-07-30,71,SDN,ME/BE,P,13980,24465,67030,20130715,70.0,70,70,901423,0070,0,0230P,K,F,2925,AVE H,0,408,J6,BBBBBBB,ALL,ALL,GY,0,2010,-,0,2013,July,2013-07-30 14:30:00,14.0,30.0
1339520497,GEM2989,NY,PAS,2013-07-13,67,SDN,INFIN,P,0,0,0,20150611,70.0,70,70,901423,0070,0,0322P,K,,,N/E C/O HILLEL PLC,0,408,E2,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,2013,July,2013-07-13 15:22:00,15.0,22.0
1339520588,GGZ3402,NY,PAS,2013-07-30,14,SDN,ME/BE,P,13980,24465,67030,20130715,70.0,70,70,901423,0070,0,0230P,K,F,2925,AVE H,0,408,C,BBBBBBB,ALL,ALL,GY,0,2010,-,0,2013,July,2013-07-30 14:30:00,14.0,30.0
1339545214,GEG6798,NY,PAS,2013-08-05,14,SDN,HONDA,P,67730,14880,62930,20150114,60.0,60,60,951299,0060,0,0200A,K,F,2610,OCEAN PKWY,0,408,J6,BBBBBBB,ALL,ALL,GY,0,2010,-,0,2013,August,2013-08-05 02:00:00,2.0,0.0
1339595394,GBE2467,NY,PAS,2013-08-03,14,SUBN,CHRYS,P,35230,25130,26230,20140731,70.0,70,70,943580,0070,0,1028A,K,F,3,E 10TH ST,0,408,D,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,2013,August,2013-08-03 10:28:00,10.0,28.0
1339595497,7G42C,NY,PAS,2013-08-03,46,TAXI,FORD,P,28830,19630,55630,20140228,70.0,70,70,943580,0070,0,0244P,K,F,563,CONEY ISLAND AVE,0,408,D,BBBBBBB,ALL,ALL,YELLO,0,2010,-,0,2013,August,2013-08-03 14:44:00,14.0,44.0
1339624576,GEW9788,NY,PAS,2013-07-31,98,SDN,MERCU,P,35530,14280,14330,20150425,70.0,70,70,950095,0070,0,0456P,K,F,1471,E 16,0,408,E3,BBBBBBB,ALL,ALL,,0,1999,-,0,2013,July,2013-07-31 16:56:00,16.0,56.0
1339649597,GGS5891,NY,PAS,2013-07-17,19,SDN,ME/BE,P,83630,91080,48530,20150529,60.0,60,60,950482,0060,0,0423P,K,O,1224,SURF AVE,0,408,E2,BBBBBBB,ALL,ALL,BK,0,2010,-,0,2013,July,2013-07-17 16:23:00,16.0,23.0
1339800639,GHF2174,NY,PAS,2013-08-11,19,SDN,CHEVR,P,0,40404,40404,20130924,30.0,30,30,944262,0030,0,1151A,NY,F,563,WEST 145 TH ST,0,408,F1,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,2013,August,2013-08-11 11:51:00,11.0,51.0
1339834091,GEH2971,NY,PAS,2013-07-30,14,PICK,GMC,P,0,0,0,20150311,104.0,104,104,939498,0104,0,0930P,Q,,,S/E C/O CALDWELL AVE,0,408,C,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,2013,July,2013-07-30 21:30:00,21.0,30.0
1339842154,4J25H,NY,SRF,2013-07-17,98,TAXI,FORD,P,19990,20740,20840,20131031,106.0,106,106,936916,0106,0,1225P,Q,F,114-04,107 AVE,0,408,F1,BBBBBBB,ALL,ALL,YELLO,0,2011,-,0,2013,July,2013-07-17 00:25:00,0.0,25.0
1339881494,67969JT,NY,COM,2013-07-30,71,REFG,HINO,X,0,0,0,20140228,41.0,41,1,706380,0001,0,1123P,BX,,,NORTH PARK LOT INSID,0,408,D3,BBBBBBB,ALL,ALL,WHT,0,2005,-,0,2013,July,2013-07-30 23:23:00,23.0,23.0
1339881500,67969JT,NY,COM,2013-08-04,71,DELV,HINO,X,0,0,0,20140228,41.0,41,0,646925,0T-2,0,0915A,BX,,,NORTH LOT NYCT PM,0,408,J3,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,2013,August,2013-08-04 09:15:00,9.0,15.0
1339881524,42914MC,NY,COM,2013-08-04,71,DELV,FRUEH,X,0,40404,40404,20140731,41.0,41,0,880392,0T-2,0,0112P,BX,,772,EDGEWATER RD BRONX N,0,408,J6,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,2013,August,2013-08-04 13:12:00,13.0,12.0
1339986139,57779KA,NY,COM,2013-07-31,46,P-U,FORD,P,0,40404,40404,20140430,42.0,42,0,948044,NYPD,0,0545P,BX,F,501,E 165,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,2013,July,2013-07-31 17:45:00,17.0,45.0
1340013265,GAR3359,NY,PAS,2013-08-03,14,SDN,ACURA,P,0,40404,40404,20140809,77.0,77,77,944550,0077,0,0816P,K,F,264,SCHENETADY AVE,0,408,J6,BBBBBBB,ALL,ALL,GREEN,0,1995,-,0,2013,August,2013-08-03 20:16:00,20.0,16.0
1340013277,GHN5946,NY,PAS,2013-07-31,24,SDN,CHEVR,P,0,0,0,20150709,77.0,77,77,944550,0077,0,1130P,K,F,420,KINGSBORO,0,408,D3,BBBBBBB,ALL,ALL,BLACK,0,2002,-,0,2013,July,2013-07-31 23:30:00,23.0,30.0
1340054759,GBZ2874,NY,PAS,2013-08-15,71,SDN,NISSA,P,19140,26390,26380,20141015,105.0,105,105,947509,0105,0,0841A,Q,F,211-04,99 AVE,0,408,F1,BBBBBBB,ALL,ALL,TAN,0,2001,-,0,2013,August,2013-08-15 08:41:00,8.0,41.0
1340087340,GAK7593,NY,PAS,2013-07-28,70,SDN,BMW,P,0,40404,40404,20130727,43.0,43,43,950665,0043,0,0750A,BX,F,880,BOYNTA AVE,0,408,J2,BBBBBBB,ALL,ALL,GRAY,0,2009,-,0,2013,July,2013-07-28 07:50:00,7.0,50.0
1340094496,GCP6681,NY,PAS,2013-07-27,14,SDN,CADIL,P,22320,40404,40404,20130727,42.0,42,42,951795,0042,0,0823P,BX,,1500,CROTONA AVE,0,408,J6,BBBBBBB,ALL,ALL,BK,0,2005,-,0,2013,July,2013-07-27 20:23:00,20.0,23.0
1340094514,GBC9026,NY,PAS,2013-08-02,46,SDN,HYUND,X,26880,13820,40120,20140827,42.0,42,42,951795,0042,0,0900P,BX,F,934,E 174 ST,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2012,-,0,2013,August,2013-08-02 21:00:00,21.0,0.0
1340097758,GFK4405,NY,PAS,2013-07-27,40,SUBN,FORD,P,45820,9130,37120,20150502,43.0,43,43,941409,0043,0,0324A,BX,F,1545,LELAND AVE,0,408,C3,BBBBBBB,ALL,ALL,SILVR,0,2002,-,10,2013,July,2013-07-27 03:24:00,3.0,24.0
1340101350,GEW4695,NY,PAS,2013-07-26,20,SDN,LEXUS,P,14220,45120,66920,20150521,43.0,43,43,932790,0043,0,0500P,,O,825,BOYNTON AVE,0,408,E2,BBBBBBB,ALL,ALL,RED,0,1993,-,0,2013,July,2013-07-26 17:00:00,17.0,0.0
1340112140,J779GV,FL,PAS,2013-08-03,70,VAN,CHRYS,P,65120,20920,62420,20121021,43.0,43,43,921369,0043,0,0100A,BX,O,801,SOUNDVIEW AVE,0,408,J6,BBBBBBB,ALL,ALL,WHT,0,2005,-,0,2013,August,2013-08-03 01:00:00,1.0,0.0
1340112796,JEX5033,NY,PAS,2013-07-28,83,VAN,CHEVR,P,67120,73420,76950,20150408,43.0,43,0,951548,DX65,0,1252A,BX,F,1168,STRATFORD AVE,0,408,K6,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,2013,July,2013-07-28 12:52:00,12.0,52.0
1340116686,GBX9374,NY,PAS,2013-08-08,14,SDN,NISSA,P,65120,40404,40404,20150131,43.0,43,43,936393,0043,0,1123P,BX,F,3,SOUNDVIEW AVE,0,408,C,BBBBBBB,ALL,ALL,BK,0,2001,-,0,2013,August,2013-08-08 23:23:00,23.0,23.0
1340117472,GEX1444,NY,PAS,2013-07-30,98,SUBN,DODGE,P,19120,18520,22240,20150522,43.0,43,43,948420,0043,0,0600A,BX,F,2229,CHATTERTON AVE,0,408,D1,BBBBBBB,ALL,ALL,BLUE,0,2001,-,0,2013,July,2013-07-30 06:00:00,6.0,0.0
1340117496,GCF6478,NY,PAS,2013-08-15,40,SDN,TOYOT,P,67620,73420,35720,20140816,43.0,43,43,948420,0043,0,0610A,BX,F,1102,TAYLOR AVE,0,408,F7,BBBBBBB,ALL,ALL,BEIGE,0,1999,-,0,2013,August,2013-08-15 06:10:00,6.0,10.0
1340127532,T634373C,NY,SRF,2013-08-11,46,SDN,TOYOT,P,76950,30420,14220,20140228,43.0,43,43,946958,0043,0,0954P,BX,F,1526,WESTCHESTER AVE,0,408,E5,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,2013,August,2013-08-11 21:54:00,21.0,54.0
1340230859,41825JX,NY,COM,2013-07-25,46,DELV,WORK,X,39595,61390,54790,20131031,109.0,109,170,936671,0170,0,1254P,Q,F,42-09,COLLEGE POINT BLVD,0,408,J3,BBBBBBB,ALL,ALL,BRN,0,2007,-,0,2013,July,2013-07-25 00:54:00,0.0,54.0
1340245498,42427JM,NY,COM,2013-07-22,45,DELV,GMC,P,54580,54790,45990,0,109.0,109,170,936723,0170,0,1055A,Q,F,42-14,MAIN ST,0,408,C,BBBBBBB,ALL,ALL,BROWN,0,1988,-,0,2013,July,2013-07-22 10:55:00,10.0,55.0
1340245516,TLK99M,NJ,PAS,2013-07-26,66,TRLR,UTI,P,0,0,0,0,109.0,109,170,936723,0170,0,0832A,Q,,,S/S E/B WHITESTONE E,0,408,I3,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,2013,July,2013-07-26 08:32:00,8.0,32.0
1340245528,69750MA,NY,COM,2013-07-26,45,DELV,,P,8590,59590,44790,20141031,109.0,109,170,936723,0170,0,0118P,Q,O,134-03,35 AVE,0,408,J6,BBBBBBB,ALL,ALL,YELLO,0,2011,-,0,2013,July,2013-07-26 13:18:00,13.0,18.0
1340246077,82892MC,NY,COM,2013-07-27,46,PICK,CHEVR,P,0,40404,40404,20141231,109.0,109,170,938698,0170,0,0230P,Q,F,41-25,KISSINA BLVD,0,408,E2,BBBBBBB,ALL,ALL,WH,0,2012,-,0,2013,July,2013-07-27 14:30:00,14.0,30.0
1340246090,GFH6257,NY,PAS,2013-08-04,40,SDN,VOLVO,P,11090,19690,19940,20150306,110.0,110,170,938698,0170,0,1225P,Q,F,104-19,53 AVE,0,408,F2,BBBBBBB,ALL,ALL,BLK,0,2002,-,3,2013,August,2013-08-04 00:25:00,0.0,25.0
1340246107,GFH6257,NY,PAS,2013-08-04,74,SDN,VOLVO,P,11090,19690,19940,20150306,110.0,110,170,938698,0170,0,1225P,Q,F,104-19,53 AVE,0,408,E2,BBBBBBB,ALL,ALL,BLK,0,2002,-,0,2013,August,2013-08-04 00:25:00,0.0,25.0
1340246119,63593MC,NY,COM,2013-08-07,46,DELV,FRUEH,P,57790,23090,23190,20131130,109.0,109,170,938698,0170,0,1155A,Q,O,147-14,NORTHERN BLVD,0,408,F1,BBBBBBB,ALL,ALL,BR,0,2013,-,0,2013,August,2013-08-07 11:55:00,11.0,55.0
1340246727,42930JM,NY,COM,2013-07-24,14,DELV,INTER,P,61090,54580,58717,20131031,109.0,109,170,930481,0170,0,1142A,Q,O,136-06,ROOSEVELT AV,0,408,F1,BBBBBBB,ALL,ALL,BR,0,1996,-,0,2013,July,2013-07-24 11:42:00,11.0,42.0
1340246820,97147MC,NY,COM,2013-08-04,31,P-U,DODGE,P,18990,9540,9690,20141130,110.0,110,170,938663,0170,0,0240A,Q,O,41-08,97 PLACE,0,408,C3,BBBBBBB,ALL,ALL,BLUE,0,1999,-,0,2013,August,2013-08-04 02:40:00,2.0,40.0
1340247690,42427JM,NY,COM,2013-07-25,46,DELV,GMC,X,54580,61390,54790,20131031,109.0,109,170,935422,0170,0,1243P,Q,F,41-60,MAIN ST,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,1988,-,0,2013,July,2013-07-25 00:43:00,0.0,43.0
1340247707,42930JM,NY,COM,2013-07-25,14,DELV,INTER,X,8790,54580,22590,20131031,109.0,109,170,935422,0170,0,0210P,Q,F,136-06,37 AVE,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,1996,-,0,2013,July,2013-07-25 14:10:00,14.0,10.0
1340247719,86011JV,NY,COM,2013-07-30,46,DELV,FREI,P,52390,54790,45990,20131031,109.0,109,170,935422,0170,0,0308P,Q,F,42-65,KISSENA BLVD,0,408,C,BBBBBBB,ALL,ALL,BROWN,0,2006,-,0,2013,July,2013-07-30 15:08:00,15.0,8.0
1340249248,T419166C,NY,SRF,2013-07-24,14,SDN,MERCU,P,61090,59590,54580,20130831,109.0,109,170,947803,0170,0,0717P,Q,F,135-35,ROOSEVELT AVE,0,408,F1,BBBBBBB,ALL,ALL,BLUE,0,2003,-,0,2013,July,2013-07-24 19:17:00,19.0,17.0
1340249250,T616841C,OTHER,SRF,2013-07-24,14,SDN,LINCO,P,61090,59590,54580,20131130,109.0,109,170,947803,0170,0,0752P,Q,F,135-37,ROOSEVELT AVE,0,408,F1,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,2013,July,2013-07-24 19:52:00,19.0,52.0
1340249303,GFP6887,NY,PAS,2013-07-30,20,SUBN,FORD,P,10090,62590,9840,20150531,108.0,108,170,947803,0170,0,0720P,Q,F,41-12,44 ST,0,408,F1,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,2013,July,2013-07-30 19:20:00,19.0,20.0
1340249327,GGA5634,NY,PAS,2013-08-14,40,SDN,TOYOT,P,10340,6740,50990,20150228,108.0,108,170,947803,0170,0,0820P,Q,F,21-15,46TH ROAD,0,408,F1,BBBBBBB,ALL,ALL,GOLD,0,1996,-,4,2013,August,2013-08-14 20:20:00,20.0,20.0
1340249418,53631JV,NY,COM,2013-08-13,20,REFG,MITSU,X,8790,54580,22590,20140131,109.0,109,170,935789,0170,0,0112P,Q,O,136-19,37 AVE,0,408,F2,BBBBBBB,ALL,ALL,WH,0,2004,-,0,2013,August,2013-08-13 13:12:00,13.0,12.0
1340249420,42930JM,OTHER,COM,2013-08-13,20,DELV,INTER,X,8790,54580,22590,20131031,109.0,109,170,935789,0170,0,0133P,Q,F,136-06,37 AVE,0,408,F1,BBBBBBB,ALL,ALL,BR,0,1996,-,0,2013,August,2013-08-13 13:33:00,13.0,33.0
1340249492,72718PA,NY,COM,2013-08-19,46,DELV,HINO,P,0,0,0,20131130,108.0,108,170,935789,0170,0,0239P,Q,F,47-34,VORMON BLVD,0,408,F1,BBBBBBB,ALL,ALL,RD,0,2013,-,0,2013,August,2013-08-19 14:39:00,14.0,39.0
1340249819,62614JM,NY,COM,2013-07-22,46,DELV,FORD,P,8590,65490,58590,20131031,109.0,109,0,928120,QNTF,0,0140P,Q,F,142-32,35 AVE,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,1995,-,0,2013,July,2013-07-22 13:40:00,13.0,40.0
1340249820,63547MC,NY,COM,2013-07-23,46,DELV,ISUZU,P,57790,44790,53990,20131031,109.0,109,0,928120,QNTF,0,1235P,Q,F,137-02,NORTHERN BLVD,0,408,E1,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,2013,July,2013-07-23 00:35:00,0.0,35.0
1340249832,79398JZ,NY,COM,2013-07-24,41,P-U,CHEVR,X,9540,58590,23090,20140228,109.0,109,0,928120,QNTF,0,0810A,Q,F,144-90,41 AVE,0,408,C3,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,2013,July,2013-07-24 08:10:00,8.0,10.0
1340249947,92815JE,NY,COM,2013-07-26,19,DELV,GREIA,P,54580,57790,8790,20131031,109.0,109,0,928120,QNTF,0,1040A,Q,F,36-59,MAIN ST,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,2001,-,0,2013,July,2013-07-26 10:40:00,10.0,40.0
1340255273,T628068C,OTHER,SRF,2013-07-23,14,SDN,LINCO,P,61090,59590,54580,20130930,109.0,109,170,901252,0170,0,1130P,Q,F,135-46,ROOSEVELT AVE,0,408,J7,BBBBBBB,ALL,ALL,BK,0,2006,-,0,2013,July,2013-07-23 23:30:00,23.0,30.0
1340255285,T635435C,NY,SRF,2013-07-23,19,SDN,LINCO,P,61090,59590,54580,20140430,109.0,109,170,901252,0170,0,1135P,Q,F,135-45,ROOSEVELT AVE,0,408,C,BBBBBBB,ALL,ALL,BK,0,2005,-,0,2013,July,2013-07-23 23:35:00,23.0,35.0
1340255297,T514723C,NY,SRF,2013-07-23,14,SDN,LINCO,P,61090,59590,54580,20131031,109.0,109,170,901252,0170,0,1137P,Q,F,135-46,ROOSEVELT AVE,0,408,C,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,2013,July,2013-07-23 23:37:00,23.0,37.0
1340255303,T606223C,NY,SRF,2013-07-23,19,SDN,LINCO,P,61090,59590,54580,20131130,109.0,109,170,901252,0170,0,1145P,Q,F,135-45,ROOSEVELT AVE,0,408,C3,BBBBBBB,ALL,ALL,GY,0,2005,-,0,2013,July,2013-07-23 23:45:00,23.0,45.0
1340255315,T616016C,NY,SRF,2013-07-24,14,SDN,LINCO,P,61090,59590,54580,20140430,109.0,109,170,901252,0170,0,1235A,Q,F,135-46,ROOSEVELT AVE,0,408,F1,BBBBBBB,ALL,ALL,BK,0,2009,-,0,2013,July,2013-07-24 12:35:00,12.0,35.0
1340255327,T518616C,NY,SRF,2013-07-24,14,SDN,LINCO,P,61090,59590,54580,20130831,109.0,109,170,901252,0170,0,1240A,Q,F,135-45,ROOSEVELT AVE,0,408,F1,BBBBBBB,ALL,ALL,GY,0,2004,-,0,2013,July,2013-07-24 12:40:00,12.0,40.0
1340255339,GCH2927,NY,PAS,2013-07-30,14,VAN,CHEVR,P,14690,8990,61090,20150109,108.0,108,170,901252,0170,0,1035P,Q,O,38-21,69 ST,0,408,D,BBBBBBB,ALL,ALL,GY,0,2003,-,0,2013,July,2013-07-30 22:35:00,22.0,35.0
1340255479,GGB7365,NY,PAS,2013-08-04,46,SDN,NISSA,P,61090,16290,16490,20150421,110.0,110,170,940156,0170,0,0313A,Q,F,78-14,ROOSEVELT AV,0,408,C3,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,2013,August,2013-08-04 03:13:00,3.0,13.0
1340282884,GHG2350,NY,PAS,2013-08-03,46,SDN,TOYOT,P,61730,58730,85730,20130625,79.0,79,79,950618,0079,0,0915A,K,O,329,MONROE ST,0,408,F1,BBBBBBB,ALL,ALL,GRAY,0,2007,-,0,2013,August,2013-08-03 09:15:00,9.0,15.0
1340313923,GEK8055,NY,PAS,2013-10-23,40,SUBN,HONDA,P,79630,40404,40404,20150528,79.0,79,79,943526,0079,0,0135P,,O,55,SPENCER PL,0,408,J3,BBBBBBB,ALL,ALL,BROWN,0,2013,-,5,2013,October,2013-10-23 13:35:00,13.0,35.0
1340325329,GHT3791,NY,PAS,2013-07-23,21,VAN,CHEVR,P,49130,18630,67030,20150704,79.0,79,79,950664,0079,0,0815A,K,F,52,HERKIMER ST,0,408,F1,BYBBYBB,0800A,0930A,WHITE,0,2003,-,0,2013,July,2013-07-23 08:15:00,8.0,15.0
1340332346,GYE9827,NY,PAS,2013-08-07,40,P-U,TOYOT,P,73050,0,0,20150112,,0,165,952275,0165,0,1133P,K,,,QUINCY,0,408,J3,BBBBBBB,ALL,ALL,GREY,0,2006,-,6,2013,August,2013-08-07 23:33:00,23.0,33.0
1340502185,35252MB,NY,COM,2013-07-23,46,DELV,FRUEH,P,36090,10410,24690,0,28.0,28,28,938569,0028,0,0754P,NY,F,49,W 116 ST,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,2013,July,2013-07-23 19:54:00,19.0,54.0
1340502197,43209ML,NY,COM,2013-07-30,46,VAN,WORK,P,10610,36190,36210,0,28.0,28,28,938569,0028,0,0519P,NY,F,2034,7 AVE,0,408,F1,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,2013,July,2013-07-30 17:19:00,17.0,19.0
